,0,1
608,1268.0,98.3507
609,1269.0,98.019
610,1270.0,97.632
611,1271.0,97.1897
612,1272.0,96.6553
613,1273.0,96.084
614,1274.0,95.4206
615,1275.0,94.7019
616,1276.0,93.9464
617,1277.0,93.1908
618,1278.0,92.4537
619,1279.0,91.735
620,1280.0,91.0347
621,1281.0,90.3345
622,1282.0,89.6526
623,1283.0,88.9892
624,1284.0,88.3442
625,1285.0,87.6993
626,1286.0,87.0727
627,1287.0,86.4646
628,1288.0,85.8749
629,1289.0,85.3036
630,1290.0,84.7323
631,1291.0,84.1795
632,1292.0,83.6451
633,1293.0,83.1107
634,1294.0,82.5947
635,1295.0,82.0971
636,1296.0,81.5996
637,1297.0,81.102
638,1298.0,80.6229
639,1299.0,80.1622
640,1300.0,79.7015
