,Wavelength (nm),Absorption (/cm)
1210,1510,16.986363636363635
1211,1511,16.709090909090907
1212,1512,16.43181818181818
1213,1513,16.154545454545453
1214,1514,15.877272727272725
1215,1515,15.6
1216,1516,15.447826086956521
1217,1517,15.295652173913043
1218,1518,15.143478260869564
1219,1519,14.991304347826087
1220,1520,14.839130434782609
1221,1521,14.68695652173913
1222,1522,14.534782608695652
1223,1523,14.382608695652173
1224,1524,14.230434782608695
1225,1525,14.078260869565216
1226,1526,13.926086956521738
1227,1527,13.77391304347826
1228,1528,13.621739130434783
1229,1529,13.469565217391304
1230,1530,13.317391304347826
1231,1531,13.165217391304347
1232,1532,13.013043478260869
1233,1533,12.86086956521739
1234,1534,12.708695652173912
1235,1535,12.556521739130435
1236,1536,12.404347826086955
1237,1537,12.252173913043478
1238,1538,12.1
1239,1539,12.0032
1240,1540,11.9064
1241,1541,11.8096
1242,1542,11.7128
1243,1543,11.616
1244,1544,11.5192
1245,1545,11.4224
1246,1546,11.3256
1247,1547,11.2288
1248,1548,11.132
1249,1549,11.0352
1250,1550,10.9384
1251,1551,10.8416
1252,1552,10.7448
1253,1553,10.648
1254,1554,10.5512
1255,1555,10.4544
1256,1556,10.3576
1257,1557,10.2608
1258,1558,10.164
1259,1559,10.0672
1260,1560,9.9704
1261,1561,9.8736
1262,1562,9.7768
1263,1563,9.68
1264,1564,9.612916666666667
1265,1565,9.545833333333333
1266,1566,9.47875
1267,1567,9.411666666666667
1268,1568,9.344583333333333
1269,1569,9.2775
1270,1570,9.210416666666667
1271,1571,9.143333333333333
1272,1572,9.07625
1273,1573,9.009166666666667
1274,1574,8.942083333333333
1275,1575,8.875
1276,1576,8.807916666666667
1277,1577,8.740833333333333
1278,1578,8.67375
1279,1579,8.606666666666667
1280,1580,8.539583333333333
1281,1581,8.4725
1282,1582,8.405416666666667
1283,1583,8.338333333333333
1284,1584,8.27125
1285,1585,8.204166666666667
1286,1586,8.137083333333333
1287,1587,8.07
1288,1588,8.021153846153846
1289,1589,7.972307692307693
1290,1590,7.923461538461539
1291,1591,7.874615384615385
1292,1592,7.825769230769231
1293,1593,7.776923076923077
1294,1594,7.728076923076923
1295,1595,7.679230769230769
1296,1596,7.6303846153846155
1297,1597,7.581538461538462
1298,1598,7.532692307692308
1299,1599,7.483846153846154
1300,1600,7.4350000000000005
1301,1601,7.386153846153846
1302,1602,7.337307692307692
1303,1603,7.288461538461538
1304,1604,7.239615384615385
1305,1605,7.190769230769231
1306,1606,7.141923076923077
1307,1607,7.093076923076923
1308,1608,7.044230769230769
1309,1609,6.995384615384616
1310,1610,6.946538461538461
1311,1611,6.897692307692307
1312,1612,6.848846153846154
1313,1613,6.8
1314,1614,6.771923076923077
1315,1615,6.743846153846154
1316,1616,6.71576923076923
1317,1617,6.687692307692307
1318,1618,6.6596153846153845
1319,1619,6.631538461538462
1320,1620,6.603461538461539
1321,1621,6.575384615384615
1322,1622,6.547307692307692
1323,1623,6.519230769230769
1324,1624,6.491153846153846
1325,1625,6.463076923076923
1326,1626,6.4350000000000005
1327,1627,6.406923076923077
1328,1628,6.378846153846154
1329,1629,6.350769230769231
1330,1630,6.322692307692308
1331,1631,6.294615384615385
1332,1632,6.266538461538461
1333,1633,6.2384615384615385
1334,1634,6.210384615384616
1335,1635,6.182307692307693
1336,1636,6.15423076923077
1337,1637,6.126153846153846
1338,1638,6.098076923076923
1339,1639,6.07
1340,1640,6.055000000000001
1341,1641,6.04
1342,1642,6.025
1343,1643,6.010000000000001
1344,1644,5.995
1345,1645,5.98
1346,1646,5.965
1347,1647,5.95
1348,1648,5.9350000000000005
1349,1649,5.92
1350,1650,5.905
1351,1651,5.890000000000001
1352,1652,5.875
1353,1653,5.86
1354,1654,5.845000000000001
1355,1655,5.83
1356,1656,5.815
1357,1657,5.800000000000001
1358,1658,5.785
1359,1659,5.7700000000000005
1360,1660,5.755000000000001
1361,1661,5.74
1362,1662,5.7250000000000005
1363,1663,5.71
1364,1664,5.695
1365,1665,5.680000000000001
1366,1666,5.665
1367,1667,5.65
1368,1668,5.65
1369,1669,5.65
1370,1670,5.65
1371,1671,5.65
1372,1672,5.65
1373,1673,5.65
1374,1674,5.65
1375,1675,5.65
1376,1676,5.65
1377,1677,5.65
1378,1678,5.65
1379,1679,5.65
1380,1680,5.65
1381,1681,5.65
1382,1682,5.65
1383,1683,5.65
1384,1684,5.65
1385,1685,5.65
1386,1686,5.65
1387,1687,5.65
1388,1688,5.65
1389,1689,5.65
1390,1690,5.65
1391,1691,5.65
1392,1692,5.65
1393,1693,5.65
1394,1694,5.65
1395,1695,5.65
1396,1696,5.67
1397,1697,5.69
1398,1698,5.71
1399,1699,5.73
1400,1700,5.75
1401,1701,5.7700000000000005
1402,1702,5.79
1403,1703,5.8100000000000005
1404,1704,5.83
1405,1705,5.8500000000000005
1406,1706,5.87
1407,1707,5.890000000000001
1408,1708,5.91
1409,1709,5.930000000000001
1410,1710,5.95
1411,1711,5.970000000000001
1412,1712,5.99
1413,1713,6.010000000000001
1414,1714,6.03
1415,1715,6.050000000000001
1416,1716,6.07
1417,1717,6.090000000000001
1418,1718,6.11
1419,1719,6.130000000000001
1420,1720,6.15
1421,1721,6.170000000000001
1422,1722,6.19
1423,1723,6.210000000000001
1424,1724,6.23
1425,1725,6.275666666666667
1426,1726,6.3213333333333335
1427,1727,6.367
1428,1728,6.412666666666667
1429,1729,6.458333333333334
1430,1730,6.5040000000000004
1431,1731,6.549666666666667
1432,1732,6.5953333333333335
1433,1733,6.641
1434,1734,6.6866666666666665
1435,1735,6.732333333333333
1436,1736,6.7780000000000005
1437,1737,6.823666666666667
1438,1738,6.8693333333333335
1439,1739,6.915
1440,1740,6.960666666666667
1441,1741,7.006333333333333
1442,1742,7.052
1443,1743,7.097666666666667
1444,1744,7.1433333333333335
1445,1745,7.189
1446,1746,7.234666666666667
1447,1747,7.280333333333333
1448,1748,7.326
1449,1749,7.371666666666666
1450,1750,7.417333333333334
1451,1751,7.462999999999999
1452,1752,7.508666666666667
1453,1753,7.554333333333333
1454,1754,7.6
1455,1755,7.649375
1456,1756,7.6987499999999995
1457,1757,7.748125
1458,1758,7.797499999999999
1459,1759,7.846875
1460,1760,7.896249999999999
1461,1761,7.945625
1462,1762,7.994999999999999
1463,1763,8.044375
1464,1764,8.09375
1465,1765,8.143125
1466,1766,8.192499999999999
1467,1767,8.241875
1468,1768,8.29125
1469,1769,8.340625
1470,1770,8.39
1471,1771,8.439375
1472,1772,8.48875
1473,1773,8.538124999999999
1474,1774,8.5875
1475,1775,8.636875
1476,1776,8.68625
1477,1777,8.735624999999999
1478,1778,8.785
1479,1779,8.834375
1480,1780,8.88375
1481,1781,8.933125
1482,1782,8.9825
1483,1783,9.031875
1484,1784,9.08125
1485,1785,9.130625
1486,1786,9.18
1487,1787,9.19875
1488,1788,9.2175
1489,1789,9.23625
1490,1790,9.254999999999999
1491,1791,9.27375
1492,1792,9.2925
1493,1793,9.31125
1494,1794,9.33
1495,1795,9.34875
1496,1796,9.3675
1497,1797,9.38625
1498,1798,9.405000000000001
1499,1799,9.42375
1500,1800,9.4425
1501,1801,9.46125
1502,1802,9.48
1503,1803,9.477500000000001
1504,1804,9.475
1505,1805,9.4725
1506,1806,9.47
1507,1807,9.4675
1508,1808,9.465
1509,1809,9.4625
1510,1810,9.46
1511,1811,9.4575
1512,1812,9.455
1513,1813,9.4525
1514,1814,9.45
1515,1815,9.4475
1516,1816,9.445
1517,1817,9.442499999999999
1518,1818,9.44
1519,1819,9.48
1520,1820,9.52
1521,1821,9.559999999999999
1522,1822,9.6
1523,1823,9.64
1524,1824,9.68
1525,1825,9.719999999999999
1526,1826,9.76
1527,1827,9.8
1528,1828,9.84
1529,1829,9.879999999999999
1530,1830,9.92
1531,1831,9.96
1532,1832,10.0
1533,1833,10.04
1534,1834,10.08
1535,1835,10.120000000000001
1536,1836,10.16
1537,1837,10.2
1538,1838,10.24
1539,1839,10.280000000000001
1540,1840,10.32
1541,1841,10.36
1542,1842,10.4
1543,1843,10.440000000000001
1544,1844,10.48
1545,1845,10.52
1546,1846,10.56
1547,1847,10.600000000000001
1548,1848,10.64
1549,1849,10.68
1550,1850,10.72
1551,1851,10.760000000000002
1552,1852,10.8
1553,1853,12.134285714285715
1554,1854,13.46857142857143
1555,1855,14.802857142857142
1556,1856,16.13714285714286
1557,1857,17.47142857142857
1558,1858,18.805714285714288
1559,1859,20.14
1560,1860,21.474285714285713
1561,1861,22.80857142857143
1562,1862,24.142857142857146
1563,1863,25.47714285714286
1564,1864,26.81142857142857
1565,1865,28.145714285714288
1566,1866,29.48
1567,1867,30.814285714285717
1568,1868,32.14857142857143
1569,1869,33.48285714285714
1570,1870,34.817142857142855
1571,1871,36.15142857142857
1572,1872,37.48571428571429
1573,1873,38.82
1574,1874,40.15428571428572
1575,1875,41.48857142857143
1576,1876,42.822857142857146
1577,1877,44.15714285714286
1578,1878,45.49142857142857
1579,1879,46.825714285714284
1580,1880,48.16
1581,1881,49.49428571428571
1582,1882,50.828571428571436
1583,1883,52.16285714285715
1584,1884,53.49714285714286
1585,1885,54.831428571428575
1586,1886,56.16571428571429
1587,1887,57.5
1588,1888,59.1625
1589,1889,60.825
1590,1890,62.4875
1591,1891,64.15
1592,1892,65.8125
1593,1893,67.475
1594,1894,69.1375
1595,1895,70.8
1596,1896,72.4625
1597,1897,74.125
1598,1898,75.7875
1599,1899,77.45
1600,1900,79.1125
1601,1901,80.775
1602,1902,82.4375
1603,1903,84.1
1604,1904,85.7625
1605,1905,87.425
1606,1906,89.0875
1607,1907,90.75
1608,1908,92.4125
1609,1909,94.075
1610,1910,95.73750000000001
1611,1911,97.4
1612,1912,99.0625
1613,1913,100.725
1614,1914,102.3875
1615,1915,104.05000000000001
1616,1916,105.7125
1617,1917,107.375
1618,1918,109.0375
1619,1919,110.7
1620,1920,112.36250000000001
1621,1921,114.025
1622,1922,115.6875
1623,1923,117.35
1624,1924,119.0125
1625,1925,120.67500000000001
1626,1926,122.3375
1627,1927,124.0
1628,1928,123.55882352941177
1629,1929,123.11764705882354
1630,1930,122.67647058823529
1631,1931,122.23529411764706
1632,1932,121.79411764705883
1633,1933,121.3529411764706
1634,1934,120.91176470588235
1635,1935,120.47058823529412
1636,1936,120.02941176470588
1637,1937,119.58823529411765
1638,1938,119.1470588235294
1639,1939,118.70588235294117
1640,1940,118.26470588235294
1641,1941,117.82352941176471
1642,1942,117.38235294117646
1643,1943,116.94117647058823
1644,1944,116.5
1645,1945,116.05882352941177
1646,1946,115.61764705882354
1647,1947,115.17647058823529
1648,1948,114.73529411764706
1649,1949,114.29411764705883
1650,1950,113.8529411764706
1651,1951,113.41176470588235
1652,1952,112.97058823529412
1653,1953,112.52941176470588
1654,1954,112.08823529411765
1655,1955,111.64705882352942
1656,1956,111.20588235294117
1657,1957,110.76470588235294
1658,1958,110.32352941176471
1659,1959,109.88235294117646
1660,1960,109.44117647058823
1661,1961,109.0
1662,1962,107.97948717948718
1663,1963,106.95897435897436
1664,1964,105.93846153846154
1665,1965,104.91794871794872
1666,1966,103.8974358974359
1667,1967,102.87692307692308
1668,1968,101.85641025641026
1669,1969,100.83589743589744
1670,1970,99.81538461538462
1671,1971,98.7948717948718
1672,1972,97.77435897435898
1673,1973,96.75384615384615
1674,1974,95.73333333333333
1675,1975,94.71282051282051
1676,1976,93.6923076923077
1677,1977,92.67179487179487
1678,1978,91.65128205128205
1679,1979,90.63076923076923
1680,1980,89.61025641025641
1681,1981,88.58974358974359
1682,1982,87.56923076923077
1683,1983,86.54871794871795
1684,1984,85.52820512820513
1685,1985,84.50769230769231
1686,1986,83.48717948717949
1687,1987,82.46666666666667
1688,1988,81.44615384615385
1689,1989,80.42564102564103
1690,1990,79.40512820512821
1691,1991,78.38461538461539
1692,1992,77.36410256410257
1693,1993,76.34358974358975
1694,1994,75.32307692307693
1695,1995,74.3025641025641
1696,1996,73.28205128205128
1697,1997,72.26153846153846
1698,1998,71.24102564102564
1699,1999,70.22051282051282
1700,2000,69.2
1701,2001,68.60975609756098
1702,2002,68.01951219512195
1703,2003,67.42926829268293
1704,2004,66.8390243902439
1705,2005,66.24878048780488
1706,2006,65.65853658536585
1707,2007,65.06829268292682
1708,2008,64.47804878048781
1709,2009,63.88780487804878
1710,2010,63.297560975609755
1711,2011,62.707317073170735
1712,2012,62.11707317073171
1713,2013,61.52682926829269
1714,2014,60.93658536585366
1715,2015,60.34634146341463
1716,2016,59.75609756097561
1717,2017,59.16585365853659
1718,2018,58.57560975609756
1719,2019,57.985365853658536
1720,2020,57.395121951219515
1721,2021,56.80487804878049
1722,2022,56.21463414634147
1723,2023,55.62439024390244
1724,2024,55.03414634146341
1725,2025,54.44390243902439
1726,2026,53.85365853658537
1727,2027,53.26341463414634
1728,2028,52.673170731707316
1729,2029,52.08292682926829
1730,2030,51.49268292682927
1731,2031,50.90243902439025
1732,2032,50.31219512195122
1733,2033,49.72195121951219
1734,2034,49.13170731707317
1735,2035,48.54146341463415
1736,2036,47.951219512195124
1737,2037,47.360975609756096
1738,2038,46.77073170731707
1739,2039,46.18048780487805
1740,2040,45.59024390243903
1741,2041,45.0
1742,2042,44.666666666666664
1743,2043,44.333333333333336
1744,2044,44.0
1745,2045,43.666666666666664
1746,2046,43.333333333333336
1747,2047,43.0
1748,2048,42.666666666666664
1749,2049,42.333333333333336
1750,2050,42.0
1751,2051,41.666666666666664
1752,2052,41.333333333333336
1753,2053,41.0
1754,2054,40.666666666666664
1755,2055,40.333333333333336
1756,2056,40.0
1757,2057,39.666666666666664
1758,2058,39.333333333333336
1759,2059,39.0
1760,2060,38.666666666666664
1761,2061,38.333333333333336
1762,2062,38.0
1763,2063,37.666666666666664
1764,2064,37.333333333333336
1765,2065,37.0
1766,2066,36.66666666666667
1767,2067,36.333333333333336
1768,2068,36.0
1769,2069,35.66666666666667
1770,2070,35.333333333333336
1771,2071,35.0
1772,2072,34.66666666666667
1773,2073,34.333333333333336
1774,2074,34.0
1775,2075,33.66666666666667
1776,2076,33.333333333333336
1777,2077,33.0
1778,2078,32.66666666666667
1779,2079,32.333333333333336
1780,2080,32.0
1781,2081,31.666666666666668
1782,2082,31.333333333333336
1783,2083,31.0
1784,2084,30.835555555555555
1785,2085,30.67111111111111
1786,2086,30.506666666666668
1787,2087,30.342222222222222
1788,2088,30.177777777777777
1789,2089,30.013333333333332
1790,2090,29.84888888888889
1791,2091,29.684444444444445
1792,2092,29.52
1793,2093,29.355555555555554
1794,2094,29.191111111111113
1795,2095,29.026666666666667
1796,2096,28.862222222222222
1797,2097,28.697777777777777
1798,2098,28.533333333333335
1799,2099,28.36888888888889
1800,2100,28.204444444444444
1801,2101,28.04
1802,2102,27.875555555555557
1803,2103,27.711111111111112
1804,2104,27.546666666666667
1805,2105,27.38222222222222
1806,2106,27.21777777777778
1807,2107,27.053333333333335
1808,2108,26.88888888888889
1809,2109,26.724444444444444
1810,2110,26.560000000000002
1811,2111,26.395555555555557
1812,2112,26.23111111111111
1813,2113,26.066666666666666
1814,2114,25.90222222222222
1815,2115,25.73777777777778
1816,2116,25.573333333333334
1817,2117,25.40888888888889
1818,2118,25.244444444444447
1819,2119,25.080000000000002
1820,2120,24.915555555555557
1821,2121,24.75111111111111
1822,2122,24.586666666666666
1823,2123,24.422222222222224
1824,2124,24.25777777777778
1825,2125,24.093333333333334
1826,2126,23.928888888888892
1827,2127,23.764444444444447
1828,2128,23.6
1829,2129,23.53857142857143
1830,2130,23.47714285714286
1831,2131,23.415714285714287
1832,2132,23.354285714285716
1833,2133,23.292857142857144
1834,2134,23.231428571428573
1835,2135,23.17
1836,2136,23.10857142857143
1837,2137,23.04714285714286
1838,2138,22.985714285714288
1839,2139,22.924285714285716
1840,2140,22.862857142857145
1841,2141,22.801428571428573
1842,2142,22.740000000000002
1843,2143,22.67857142857143
1844,2144,22.61714285714286
1845,2145,22.555714285714288
1846,2146,22.494285714285716
1847,2147,22.432857142857145
1848,2148,22.371428571428574
1849,2149,22.310000000000002
1850,2150,22.24857142857143
1851,2151,22.18714285714286
1852,2152,22.125714285714288
1853,2153,22.064285714285717
1854,2154,22.002857142857145
1855,2155,21.941428571428574
1856,2156,21.880000000000003
1857,2157,21.81857142857143
1858,2158,21.75714285714286
1859,2159,21.69571428571429
1860,2160,21.634285714285717
1861,2161,21.572857142857146
1862,2162,21.511428571428574
1863,2163,21.450000000000003
1864,2164,21.38857142857143
1865,2165,21.32714285714286
1866,2166,21.26571428571429
1867,2167,21.204285714285717
1868,2168,21.142857142857146
1869,2169,21.081428571428575
1870,2170,21.02
1871,2171,20.958571428571428
1872,2172,20.897142857142857
1873,2173,20.835714285714285
1874,2174,20.774285714285714
1875,2175,20.712857142857143
1876,2176,20.65142857142857
1877,2177,20.59
1878,2178,20.52857142857143
1879,2179,20.467142857142857
1880,2180,20.405714285714286
1881,2181,20.344285714285714
1882,2182,20.282857142857143
1883,2183,20.22142857142857
1884,2184,20.16
1885,2185,20.09857142857143
1886,2186,20.037142857142857
1887,2187,19.975714285714286
1888,2188,19.914285714285715
1889,2189,19.852857142857143
1890,2190,19.791428571428572
1891,2191,19.73
1892,2192,19.66857142857143
1893,2193,19.607142857142858
1894,2194,19.545714285714286
1895,2195,19.484285714285715
1896,2196,19.422857142857143
1897,2197,19.361428571428572
1898,2198,19.3
1899,2199,19.349333333333334
1900,2200,19.398666666666667
1901,2201,19.448
1902,2202,19.497333333333334
1903,2203,19.546666666666667
1904,2204,19.596
1905,2205,19.645333333333333
1906,2206,19.694666666666667
1907,2207,19.744
1908,2208,19.793333333333333
1909,2209,19.842666666666666
1910,2210,19.892
1911,2211,19.941333333333333
1912,2212,19.990666666666666
1913,2213,20.04
1914,2214,20.089333333333332
1915,2215,20.138666666666666
1916,2216,20.188000000000002
1917,2217,20.237333333333336
1918,2218,20.28666666666667
1919,2219,20.336000000000002
1920,2220,20.385333333333335
1921,2221,20.43466666666667
1922,2222,20.484
1923,2223,20.533333333333335
1924,2224,20.582666666666668
1925,2225,20.632
1926,2226,20.681333333333335
1927,2227,20.730666666666668
1928,2228,20.78
1929,2229,20.829333333333334
1930,2230,20.878666666666668
1931,2231,20.928
1932,2232,20.977333333333334
1933,2233,21.026666666666667
1934,2234,21.076
1935,2235,21.125333333333334
1936,2236,21.174666666666667
1937,2237,21.224
1938,2238,21.273333333333333
1939,2239,21.322666666666667
1940,2240,21.372
1941,2241,21.421333333333333
1942,2242,21.470666666666666
1943,2243,21.52
1944,2244,21.569333333333333
1945,2245,21.618666666666666
1946,2246,21.668
1947,2247,21.717333333333332
1948,2248,21.766666666666666
1949,2249,21.816
1950,2250,21.865333333333332
1951,2251,21.91466666666667
1952,2252,21.964
1953,2253,22.013333333333335
1954,2254,22.062666666666665
1955,2255,22.112000000000002
1956,2256,22.161333333333335
1957,2257,22.21066666666667
1958,2258,22.26
1959,2259,22.309333333333335
1960,2260,22.358666666666668
1961,2261,22.408
1962,2262,22.457333333333334
1963,2263,22.506666666666668
1964,2264,22.556
1965,2265,22.605333333333334
1966,2266,22.654666666666667
1967,2267,22.704
1968,2268,22.753333333333334
1969,2269,22.802666666666667
1970,2270,22.852
1971,2271,22.901333333333334
1972,2272,22.950666666666667
1973,2273,23.0
1974,2274,23.118867924528303
1975,2275,23.237735849056605
1976,2276,23.356603773584904
1977,2277,23.475471698113207
1978,2278,23.59433962264151
1979,2279,23.713207547169812
1980,2280,23.832075471698115
1981,2281,23.950943396226414
1982,2282,24.069811320754717
1983,2283,24.18867924528302
1984,2284,24.307547169811322
1985,2285,24.426415094339625
1986,2286,24.545283018867924
1987,2287,24.664150943396226
1988,2288,24.78301886792453
1989,2289,24.90188679245283
1990,2290,25.02075471698113
1991,2291,25.139622641509433
1992,2292,25.258490566037736
1993,2293,25.37735849056604
1994,2294,25.49622641509434
1995,2295,25.615094339622644
1996,2296,25.733962264150943
1997,2297,25.852830188679246
1998,2298,25.971698113207548
1999,2299,26.09056603773585
2000,2300,26.20943396226415
2001,2301,26.328301886792453
2002,2302,26.447169811320755
2003,2303,26.566037735849058
2004,2304,26.68490566037736
2005,2305,26.80377358490566
2006,2306,26.922641509433962
2007,2307,27.041509433962265
2008,2308,27.160377358490567
2009,2309,27.279245283018867
2010,2310,27.39811320754717
2011,2311,27.516981132075472
2012,2312,27.635849056603774
2013,2313,27.754716981132077
2014,2314,27.87358490566038
2015,2315,27.99245283018868
2016,2316,28.11132075471698
2017,2317,28.230188679245284
2018,2318,28.349056603773587
2019,2319,28.467924528301886
2020,2320,28.58679245283019
2021,2321,28.70566037735849
2022,2322,28.824528301886794
2023,2323,28.943396226415096
2024,2324,29.0622641509434
2025,2325,29.181132075471698
2026,2326,29.3
2027,2327,29.527272727272727
2028,2328,29.754545454545454
2029,2329,29.981818181818184
2030,2330,30.20909090909091
2031,2331,30.436363636363637
2032,2332,30.663636363636364
2033,2333,30.89090909090909
2034,2334,31.118181818181817
2035,2335,31.345454545454544
2036,2336,31.572727272727274
2037,2337,31.8
2038,2338,32.02727272727273
2039,2339,32.25454545454546
2040,2340,32.481818181818184
2041,2341,32.70909090909091
2042,2342,32.93636363636364
2043,2343,33.163636363636364
2044,2344,33.39090909090909
2045,2345,33.61818181818182
2046,2346,33.845454545454544
2047,2347,34.07272727272727
2048,2348,34.3
2049,2349,34.527272727272724
2050,2350,34.75454545454545
2051,2351,34.981818181818184
2052,2352,35.20909090909091
2053,2353,35.43636363636364
2054,2354,35.663636363636364
2055,2355,35.89090909090909
2056,2356,36.11818181818182
2057,2357,36.345454545454544
2058,2358,36.57272727272727
2059,2359,36.8
2060,2360,37.027272727272724
2061,2361,37.25454545454545
2062,2362,37.481818181818184
2063,2363,37.709090909090904
2064,2364,37.93636363636364
2065,2365,38.163636363636364
2066,2366,38.39090909090909
2067,2367,38.61818181818182
2068,2368,38.845454545454544
2069,2369,39.07272727272727
2070,2370,39.3
2071,2371,39.527272727272724
2072,2372,39.75454545454545
2073,2373,39.98181818181818
2074,2374,40.209090909090904
2075,2375,40.43636363636364
2076,2376,40.66363636363636
2077,2377,40.89090909090909
2078,2378,41.11818181818182
2079,2379,41.345454545454544
2080,2380,41.57272727272727
2081,2381,41.8
2082,2382,42.17413793103448
2083,2383,42.54827586206896
2084,2384,42.922413793103445
2085,2385,43.29655172413793
2086,2386,43.67068965517241
2087,2387,44.04482758620689
2088,2388,44.418965517241375
2089,2389,44.79310344827586
2090,2390,45.16724137931034
2091,2391,45.54137931034482
2092,2392,45.915517241379305
2093,2393,46.28965517241379
2094,2394,46.66379310344827
2095,2395,47.03793103448275
2096,2396,47.412068965517236
2097,2397,47.78620689655172
2098,2398,48.1603448275862
2099,2399,48.53448275862068
2100,2400,48.90862068965517
2101,2401,49.282758620689656
2102,2402,49.65689655172414
2103,2403,50.03103448275862
2104,2404,50.4051724137931
2105,2405,50.779310344827586
2106,2406,51.15344827586207
2107,2407,51.52758620689655
2108,2408,51.90172413793103
2109,2409,52.275862068965516
2110,2410,52.65
2111,2411,53.02413793103448
2112,2412,53.398275862068964
2113,2413,53.772413793103446
2114,2414,54.14655172413793
2115,2415,54.52068965517241
2116,2416,54.894827586206894
2117,2417,55.26896551724138
2118,2418,55.64310344827586
2119,2419,56.01724137931034
2120,2420,56.391379310344824
2121,2421,56.76551724137931
2122,2422,57.13965517241379
2123,2423,57.51379310344827
2124,2424,57.88793103448276
2125,2425,58.262068965517244
2126,2426,58.63620689655173
2127,2427,59.01034482758621
2128,2428,59.38448275862069
2129,2429,59.758620689655174
2130,2430,60.13275862068966
2131,2431,60.50689655172414
2132,2432,60.88103448275862
2133,2433,61.255172413793105
2134,2434,61.62931034482759
2135,2435,62.00344827586207
2136,2436,62.37758620689655
2137,2437,62.751724137931035
2138,2438,63.12586206896552
2139,2439,63.5
2140,2440,64.02786885245902
2141,2441,64.55573770491803
2142,2442,65.08360655737705
2143,2443,65.61147540983606
2144,2444,66.13934426229508
2145,2445,66.6672131147541
2146,2446,67.19508196721311
2147,2447,67.72295081967214
2148,2448,68.25081967213114
2149,2449,68.77868852459017
2150,2450,69.30655737704919
2151,2451,69.8344262295082
2152,2452,70.36229508196722
2153,2453,70.89016393442623
2154,2454,71.41803278688525
2155,2455,71.94590163934427
2156,2456,72.47377049180328
2157,2457,73.0016393442623
2158,2458,73.52950819672131
2159,2459,74.05737704918033
2160,2460,74.58524590163935
2161,2461,75.11311475409836
2162,2462,75.64098360655738
2163,2463,76.16885245901639
2164,2464,76.69672131147541
2165,2465,77.22459016393444
2166,2466,77.75245901639344
2167,2467,78.28032786885247
2168,2468,78.80819672131148
2169,2469,79.3360655737705
2170,2470,79.86393442622952
2171,2471,80.39180327868853
2172,2472,80.91967213114754
2173,2473,81.44754098360656
2174,2474,81.97540983606558
2175,2475,82.5032786885246
2176,2476,83.03114754098361
2177,2477,83.55901639344262
2178,2478,84.08688524590164
2179,2479,84.61475409836066
2180,2480,85.14262295081967
2181,2481,85.6704918032787
2182,2482,86.1983606557377
2183,2483,86.72622950819672
2184,2484,87.25409836065575
2185,2485,87.78196721311475
2186,2486,88.30983606557378
2187,2487,88.83770491803278
2188,2488,89.3655737704918
2189,2489,89.89344262295083
2190,2490,90.42131147540984
2191,2491,90.94918032786886
2192,2492,91.47704918032787
2193,2493,92.00491803278689
2194,2494,92.53278688524591
2195,2495,93.06065573770492
2196,2496,93.58852459016394
2197,2497,94.11639344262295
2198,2498,94.64426229508197
2199,2499,95.172131147541
2200,2500,95.7
2201,2501,95.9390625
2202,2502,96.17812500000001
2203,2503,96.4171875
2204,2504,96.65625
2205,2505,96.8953125
2206,2506,97.134375
2207,2507,97.37343750000001
2208,2508,97.6125
2209,2509,97.8515625
2210,2510,98.090625
2211,2511,98.3296875
2212,2512,98.56875000000001
2213,2513,98.8078125
2214,2514,99.046875
2215,2515,99.2859375
2216,2516,99.525
2217,2517,99.76406250000001
2218,2518,100.003125
2219,2519,100.2421875
2220,2520,100.48125
2221,2521,100.7203125
2222,2522,100.959375
2223,2523,101.1984375
2224,2524,101.4375
2225,2525,101.6765625
2226,2526,101.915625
2227,2527,102.1546875
2228,2528,102.39375
2229,2529,102.6328125
2230,2530,102.871875
2231,2531,103.1109375
2232,2532,103.35
2233,2533,103.5890625
2234,2534,103.828125
2235,2535,104.0671875
2236,2536,104.30625
2237,2537,104.5453125
2238,2538,104.784375
2239,2539,105.0234375
2240,2540,105.2625
2241,2541,105.5015625
2242,2542,105.740625
2243,2543,105.9796875
2244,2544,106.21875
2245,2545,106.4578125
2246,2546,106.696875
2247,2547,106.9359375
2248,2548,107.175
2249,2549,107.4140625
2250,2550,107.653125
2251,2551,107.8921875
2252,2552,108.13125
2253,2553,108.3703125
2254,2554,108.609375
2255,2555,108.8484375
2256,2556,109.0875
2257,2557,109.3265625
2258,2558,109.565625
2259,2559,109.8046875
2260,2560,110.04375
2261,2561,110.2828125
2262,2562,110.521875
2263,2563,110.7609375
2264,2564,111.0
2265,2565,112.20588235294117
2266,2566,113.41176470588235
2267,2567,114.61764705882354
2268,2568,115.82352941176471
2269,2569,117.02941176470588
2270,2570,118.23529411764706
2271,2571,119.44117647058823
2272,2572,120.6470588235294
2273,2573,121.85294117647058
2274,2574,123.05882352941177
2275,2575,124.26470588235294
2276,2576,125.47058823529412
2277,2577,126.67647058823529
2278,2578,127.88235294117646
2279,2579,129.08823529411765
2280,2580,130.2941176470588
2281,2581,131.5
2282,2582,132.70588235294116
2283,2583,133.91176470588235
2284,2584,135.11764705882354
2285,2585,136.3235294117647
2286,2586,137.52941176470588
2287,2587,138.73529411764707
2288,2588,139.94117647058823
2289,2589,141.14705882352942
2290,2590,142.35294117647058
2291,2591,143.55882352941177
2292,2592,144.76470588235293
2293,2593,145.97058823529412
