,Wavelength (nm),Absorption (/cm)
354,874,0.037466153904712175
355,875,0.03770006942706509
356,876,0.03795764733367441
357,877,0.03824025630865382
358,878,0.038549339971773997
359,879,0.03888642470826384
360,880,0.03925312817558312
361,881,0.03965059095023079
362,882,0.040077703772551355
363,883,0.04053275143336763
364,884,0.04101396355650941
365,885,0.04151949969355265
366,886,0.042047435225399464
367,887,0.04259574811340194
368,888,0.043162306564345713
369,889,0.04374485769411013
370,890,0.04434101729409916
371,891,0.044948260822411455
372,892,0.0455639157579535
373,893,0.04618515547000259
374,894,0.04680899476775241
375,895,0.04743228730373355
376,896,0.048051725011271036
377,897,0.048663839758863146
378,898,0.049265007403077585
379,899,0.04985145441578648
380,900,0.050419267250849095
381,901,0.05096488009683372
382,902,0.05148655545252958
383,903,0.05198303685348226
384,904,0.0524530880213941
385,905,0.05289549720291954
386,906,0.053309081571151315
387,907,0.05369269167136021
388,908,0.054045215891477254
389,909,0.05436558493681483
390,910,0.054652776287619054
391,911,0.05490581861724337
392,912,0.05512379614804622
393,913,0.05530585292154952
394,914,0.05545119695896568
395,915,0.055559104287914954
396,916,0.05562892281102256
397,917,0.05566007599211415
398,918,0.055652066335926606
399,919,0.05560447863762263
400,920,0.05551698297895024
401,921,0.05539004265039922
402,922,0.055227015324238425
403,923,0.05503199762206694
404,924,0.054809092899776354
405,925,0.05456238982641746
406,926,0.054295943882867036
407,927,0.05401376179855383
408,928,0.053719788910665305
409,929,0.053417899402226285
410,930,0.053111889353212684
411,931,0.0528054725223433
412,932,0.05250227876620445
413,933,0.05220585499668086
414,934,0.05191966857703248
415,935,0.05164711306109967
416,936,0.051391516188775285
417,937,0.05115615006380955
418,938,0.050944243457012525
419,939,0.05075899619884378
420,940,0.05060359565015572
421,941,0.05048068198871484
422,942,0.05039071680054202
423,943,0.05033366865193604
424,944,0.050309569789925526
425,945,0.05031851671928929
426,946,0.050360670991076634
427,947,0.050436260208402556
428,948,0.05054557925634646
429,949,0.0506889917638886
430,950,0.050866931806986676
431,951,0.05107990586313228
432,952,0.051328495029040716
433,953,0.05161335751452978
434,954,0.0519352314271423
435,955,0.052294937863672536
436,956,0.0526933843264837
437,957,0.05313156848436337
438,958,0.05361058229966851
439,959,0.05413161654568188
440,960,0.05469596574044884
441,961,0.05530428440565011
442,962,0.05595427483916942
443,963,0.05664280127719327
444,964,0.057366595543652456
445,965,0.05812223130061804
446,966,0.05890610025089908
447,967,0.05971439045701726
448,968,0.060543066986303844
449,969,0.06138785513369145
450,970,0.06224422651127519
451,971,0.06310738832614579
452,972,0.063972276194464
453,973,0.06483355085923881
454,974,0.06568559919067908
455,975,0.06652253985013709
456,976,0.0673382339903445
457,977,0.06812630134467156
458,978,0.06888014202539766
459,979,0.06959296430446801
460,980,0.07025781858912639
461,981,0.07086926578802916
462,982,0.07142840987690896
463,983,0.07193820789346775
464,984,0.07240184582966372
465,985,0.0728227140418339
466,986,0.07320438374489467
467,987,0.07355058486302164
468,988,0.07386518547642251
469,989,0.07415217307213783
470,990,0.07441563777688355
471,991,0.07465975772234668
472,992,0.07488878666853675
473,993,0.07510704398917636
474,994,0.07531890710500895
475,995,0.0755288064365705
476,996,0.07574122293762638
477,997,0.07596068826428154
478,998,0.07619178763288087
479,999,0.07643916542235034
480,1000,0.0767075335837267
481,1001,0.0770003059263143
482,1002,0.07731543559025608
483,1003,0.07764947013120323
484,1004,0.07799890892481404
485,1005,0.07836019517533861
486,1006,0.07872970953277765
487,1007,0.07910376536233776
488,1008,0.07947860571721703
489,1009,0.07985040207088429
490,1010,0.08021525486787093
491,1011,0.08056919595256266
492,1012,0.0809081929334505
493,1013,0.08122815553566089
494,1014,0.08152494398723728
495,1015,0.08179437947450109
496,1016,0.08203225668881461
497,1017,0.08223435847117846
498,1018,0.08239647254232006
499,1019,0.08251441028433186
500,1020,0.08258402751559928
501,1021,0.08260235176819661
502,1022,0.08257091677143542
503,1023,0.08249244881767322
504,1024,0.08236974753416498
505,1025,0.08220567076693612
506,1026,0.08200312023987905
507,1027,0.08176502805758634
508,1028,0.08149434410789902
509,1029,0.08119402440820529
510,1030,0.08086702042828373
511,1031,0.08051626941202844
512,1032,0.08014468571079626
513,1033,0.07975515313242001
514,1034,0.07935051830217948
515,1035,0.07893358502522245
516,1036,0.07850710963409288
517,1037,0.07807379730014304
518,1038,0.07763629928366143
519,1039,0.07719721109452055
520,1040,0.07675907153299735
521,1041,0.07632366580987783
522,1042,0.07588996744169896
523,1043,0.07545628415304609
524,1044,0.07502096242572298
525,1045,0.0745823876726774
526,1046,0.0741389847654292
527,1047,0.07368921889958678
528,1048,0.07323159678261712
529,1049,0.07276466812742612
530,1050,0.07228702743451478
531,1051,0.07179731604452608
532,1052,0.07129422444189945
533,1053,0.07077649478912222
534,1054,0.07024292366973267
535,1055,0.06969236501680304
536,1056,0.0691237332021383
537,1057,0.06853600625988926
538,1058,0.06792822921672163
539,1059,0.06729951749913314
540,1060,0.06664906038699334
541,1061,0.06597692246550381
542,1062,0.06528637394205748
543,1063,0.06458137645832289
544,1064,0.06386575978060867
545,1065,0.06314321473246558
546,1066,0.062417288276086495
547,1067,0.061691380620957706
548,1068,0.060968744232142554
549,1069,0.06025248460752274
550,1070,0.059545562693033335
551,1071,0.05885079880712931
552,1072,0.058170877950160384
553,1073,0.057508356380745605
554,1074,0.05686566934939636
555,1075,0.056245139889313074
556,1076,0.05564898857528289
557,1077,0.055079344173765706
558,1078,0.05453825512043423
559,1079,0.05402770177552569
560,1080,0.053549609422296175
561,1081,0.05310507002300261
562,1082,0.05269202971327567
563,1083,0.052307752094860875
564,1084,0.05194961036831875
565,1085,0.05161507516124211
566,1086,0.05130170367242648
567,1087,0.051007130040796766
568,1088,0.050729056860456805
569,1089,0.050465247774156084
570,1090,0.05021352108692125
571,1091,0.04997174434969367
572,1092,0.04973782986966637
573,1093,0.04950973110969951
574,1094,0.049285439943800434
575,1095,0.04906298473923375
576,1096,0.0488404292384413
577,1097,0.048615872215641225
578,1098,0.04838744788378627
579,1099,0.0481533270275317
580,1100,0.047911718837029035
581,1101,0.04766238205123229
582,1102,0.04741108905466448
583,1103,0.04716498688391358
584,1104,0.04693107545233957
585,1105,0.046716220505324
586,1106,0.04652717677726575
587,1107,0.04637062107177505
588,1108,0.04625319510302082
589,1109,0.04618155809312826
590,1110,0.04616244931807339
591,1111,0.046202761034302424
592,1112,0.04630962250373794
593,1113,0.04649049617153647
594,1114,0.046753287447202405
595,1115,0.04710647000693907
596,1116,0.04755922908885221
597,1117,0.04812162591308968
598,1118,0.04880478715251085
599,1119,0.04962112433990744
600,1120,0.050584589268628924
601,1121,0.05170809677156946
602,1122,0.05299467095198257
603,1123,0.054445205087140895
604,1124,0.056061064032273365
605,1125,0.057843926263011464
606,1126,0.059795622229796244
607,1127,0.06191796614354768
608,1128,0.06421257877474942
609,1129,0.06668069932692812
610,1130,0.06932298496369142
611,1131,0.07213929714669028
612,1132,0.07512847459781821
613,1133,0.07828809344695423
614,1134,0.08161421597667641
615,1135,0.08510113033246616
616,1136,0.08874108462937219
617,1137,0.09252402004447655
618,1138,0.09643730872014285
619,1139,0.1004655035867018
620,1140,0.10459010850398973
621,1141,0.10879330159171666
622,1142,0.11307077564335123
623,1143,0.1174220601310647
624,1144,0.12184692332890347
625,1145,0.12634539723057747
626,1146,0.13091780234989853
627,1147,0.13556477242541007
628,1148,0.1402872790696462
629,1149,0.14508665642274718
630,1150,0.14996462588979054
631,1151,0.15492332106114917
632,1152,0.15996531293546581
633,1153,0.16509363558546353
634,1154,0.1703118124278655
635,1155,0.17562388328025963
636,1156,0.18103443240994482
637,1157,0.18654861780280102
638,1158,0.19217220190422152
639,1159,0.19791158410937598
640,1160,0.20377383530680854
641,1161,0.20976383807788654
642,1162,0.21587495990119154
643,1163,0.22209655439237422
644,1164,0.22841663426365655
645,1165,0.23482181725254173
646,1166,0.24129727938895543
647,1167,0.24782671698558795
648,1168,0.25439231879477286
649,1169,0.2609747498171372
650,1170,0.2675531482692022
651,1171,0.2741051372157625
652,1172,0.28060685234489563
653,1173,0.2870329873056192
654,1174,0.29335685793750194
655,1175,0.299550486595228
656,1176,0.30558470760696155
657,1177,0.31142929470164576
658,1178,0.31705311099612077
659,1179,0.32242428184800737
660,1180,0.32751039055549735
661,1181,0.33228180559169834
662,1182,0.3367215791720909
663,1183,0.3408168685882574
664,1184,0.3445559819506821
665,1185,0.3479284339111617
666,1186,0.35092499416548506
667,1187,0.35353772843489684
668,1188,0.3557600316897652
669,1189,0.3575866534452365
670,1190,0.35901371502573876
671,1191,0.3600387187622735
672,1192,0.3606605491527932
673,1193,0.3608794660809152
674,1194,0.3606970902511047
675,1195,0.3601163810586702
676,1196,0.359141607169858
677,1197,0.3577783101405112
678,1198,0.3560332614507045
679,1199,0.3539144133770698
680,1200,0.35143084416387593
681,1201,0.34859501209139515
682,1202,0.3454294645298876
683,1203,0.34195947485491074
684,1204,0.33821050165214517
685,1205,0.3342080099413231
686,1206,0.329977305959128
687,1207,0.32554338619278894
688,1208,0.3209308011081912
689,1209,0.31616353378691103
690,1210,0.3112648934777023
691,1211,0.3062574238809964
692,1212,0.3011628258207291
693,1213,0.29600189381654174
694,1214,0.2907944659509048
695,1215,0.28555938632936156
696,1216,0.2803144793569357
697,1217,0.275076534998549
698,1218,0.26986130415462717
699,1219,0.2646835032633188
700,1220,0.2595568272362478
701,1221,0.25449402209263805
702,1222,0.2495070604863173
703,1223,0.24460700382957595
704,1224,0.23980398682670648
705,1225,0.23510726078654406
706,1226,0.2305252406417988
707,1227,0.2260655550028354
708,1228,0.22173509863571067
709,1229,0.21754008681846856
710,1230,0.21348611109496238
711,1231,0.2095781960110122
712,1232,0.2058208564828613
713,1233,0.20221815551216918
714,1234,0.19877376202480712
715,1235,0.1954910086722914
716,1236,0.19237294949470815
717,1237,0.18942241740248456
718,1238,0.18664208149150413
719,1239,0.18403450426211035
720,1240,0.1816021988678744
721,1241,0.17934534426987775
722,1242,0.17725503378190194
723,1243,0.17532068157428535
724,1244,0.17353235585167406
725,1245,0.1718807148672606
726,1246,0.1703569486834529
727,1247,0.16895272611678497
728,1248,0.16766014637122856
729,1249,0.16647169492286215
730,1250,0.16538020327104713
731,1251,0.16437881221764528
732,1252,0.16346093837708955
733,1253,0.16262024365688552
734,1254,0.16185060748089725
735,1255,0.16114610155699305
736,1256,0.16050096701668726
737,1257,0.1599095937776277
738,1258,0.15936650200043415
739,1259,0.15886632552971813
740,1260,0.15840379722531756
741,1261,0.15797423894560134
742,1262,0.1575750487472487
743,1263,0.15720416724037772
744,1264,0.15685956828421568
745,1265,0.15653925563987628
746,1266,0.15624125988954496
747,1267,0.15596363561363324
748,1268,0.1557044588184734
749,1269,0.1554618246080454
750,1270,0.1552338450940552
751,1271,0.15501864753942862
752,1272,0.15481437273094467
753,1273,0.15461917357731292
754,1274,0.15443121392950432
755,1275,0.1542486676205693
756,1276,0.15406971772253333
757,1277,0.15389255601823854
758,1278,0.15371538268620918
759,1279,0.15353640619675915
760,1280,0.15335384341762426
761,1281,0.15316650075692143
762,1282,0.15297551131549428
763,1283,0.1527825823205564
764,1284,0.15258941258272274
765,1285,0.1523976923748686
766,1286,0.1522091034989323
767,1287,0.15202531953902115
768,1288,0.1518480062992275
769,1289,0.15167882242467023
770,1290,0.15151942020443956
771,1291,0.1513714465553426
772,1292,0.15123654418562288
773,1293,0.15111635293815623
774,1294,0.15101251131301174
775,1295,0.15092665816970735
776,1296,0.1508604346099845
777,1297,0.15081548604248146
778,1298,0.15079346443129119
779,1299,0.1507960307310604
780,1300,0.15082485751201286
781,1301,0.15088244730841863
782,1302,0.15097458608551548
783,1303,0.1511079119257684
784,1304,0.15128911653779265
785,1305,0.15152496481680025
786,1306,0.1518223174733864
787,1307,0.15218815683591755
788,1308,0.1526296159620916
789,1309,0.1531540112299803
790,1310,0.15376887861839716
791,1311,0.154482013931242
792,1312,0.15530151727112404
793,1313,0.156235842124771
794,1314,0.15729384948733627
795,1315,0.15848486752573723
796,1316,0.15981875736381068
797,1317,0.16130598566578688
798,1318,0.1629577048010701
799,1319,0.164785841494577
800,1320,0.1668031950052954
801,1321,0.16902041863818407
802,1322,0.17143639930826146
803,1323,0.17404703865939294
804,1324,0.17684820694977466
805,1325,0.17983564915999564
806,1326,0.18300489196197178
807,1327,0.18635115127642657
808,1328,0.18986924027811444
809,1329,0.19355347783982202
810,1330,0.19739759753939667
811,1331,0.20139465748930524
812,1332,0.20553695138580821
813,1333,0.20981592131462118
814,1334,0.21422207299139823
815,1335,0.21874489425753832
816,1336,0.2233727777932666
817,1337,0.2280929491487882
818,1338,0.2328914013281977
819,1339,0.23775283728691207
820,1340,0.24266062181838796
821,1341,0.24760026206862923
822,1342,0.25257049946903687
823,1343,0.25757373668135203
824,1344,0.26261266635183667
825,1345,0.2676902778323177
826,1346,0.2728098641808118
827,1347,0.2779750295179845
828,1348,0.2831896968193217
829,1349,0.2884581162266503
830,1350,0.29378487396657693
831,1351,0.2991749019675795
832,1352,0.3046334882719362
833,1353,0.31016628834347576
834,1354,0.31577933737733416
835,1355,0.3214790637235926
836,1356,0.3272723035429067
837,1357,0.333166316819106
838,1358,0.33916880486133016
839,1359,0.3452879294366692
840,1360,0.35153233368358056
841,1361,0.3579104793700112
842,1362,0.36442851514901153
843,1363,0.3710921779936869
844,1364,0.37790746617018406
845,1365,0.38488065146958095
846,1366,0.3920182921594522
847,1367,0.3993272467012331
848,1368,0.40681468828258166
849,1369,0.4144881202172452
850,1370,0.42235539226849167
851,1371,0.4304247179559972
852,1372,0.4387046929101937
853,1373,0.44720431434251945
854,1374,0.45593300170478873
855,1375,0.464900618616038
856,1376,0.47411749614075716
857,1377,0.48359445750838137
858,1378,0.4933428443703713
859,1379,0.503374544698157
860,1380,0.5137020224327221
861,1381,0.524338614673951
862,1382,0.5352994066312261
863,1383,0.5466005526450443
864,1384,0.5582590698610485
865,1385,0.5702928904194876
866,1386,0.5827209173771623
867,1387,0.5955630846480813
868,1388,0.6088404212729427
869,1389,0.622575120353614
870,1390,0.6367906130172485
871,1391,0.6515116478057605
872,1392,0.6667643759203506
873,1393,0.6825764427879132
874,1394,0.698977086456783
875,1395,0.7159972433737294
876,1396,0.7336696621427764
877,1397,0.7520290259197475
878,1398,0.771112084154849
879,1399,0.790957794459681
880,1400,0.8116074754453375
881,1401,0.8330925292115362
882,1402,0.8553946222533161
883,1403,0.8784781834897842
884,1404,0.9023016463018265
885,1405,0.9268168873861543
886,1406,0.9519686827300768
887,1407,0.9776941892063516
888,1408,1.0039224614319397
889,1409,1.0305740146408784
890,1410,1.057560445358567
891,1411,1.0847841225966801
892,1412,1.1121379630743906
893,1413,1.139505304568485
894,1414,1.166759891855095
895,1415,1.193765989779928
896,1416,1.2203786377322514
897,1417,1.2464440591515151
898,1418,1.2718002386185936
899,1419,1.296277677535372
900,1420,1.3197003373438068
901,1421,1.341919499902399
902,1422,1.3629173451569807
903,1423,1.3827165167430313
904,1424,1.4013480651571215
905,1425,1.4188509654833645
906,1426,1.4352716101469039
907,1427,1.4506632870653067
908,1428,1.4650856530896403
909,1429,1.4786042120491203
910,1430,1.491289806062911
911,1431,1.5032181280855064
912,1432,1.5144692629323102
913,1433,1.5251272633120885
914,1434,1.5352797666934908
915,1435,1.5450176581723705
916,1436,1.5544347839016277
917,1437,1.5636277191102324
918,1438,1.572695594285513
919,1439,1.5817399827336267
920,1440,1.5908648524768851
921,1441,1.600163381507614
922,1442,1.6096778042553586
923,1443,1.6194380075450368
924,1444,1.6294746224936079
925,1445,1.6398190703147564
926,1446,1.6505036140640363
927,1447,1.6615614166081163
928,1448,1.673026605129169
929,1449,1.684934342506352
930,1450,1.69732090595107
931,1451,1.7102237733114707
932,1452,1.7236817175048784
933,1453,1.737734909584855
934,1454,1.7524250310028369
935,1455,1.7677953956831993
936,1456,1.7838910825957979
937,1457,1.8007590795820008
938,1458,1.818448439269783
939,1459,1.837010448001241
940,1460,1.85649880879285
941,1461,1.8769373836603893
942,1462,1.898220080721279
943,1463,1.9202028526908292
944,1464,1.9427348225649919
945,1465,1.965657757959946
946,1466,1.988805669493054
947,1467,2.012004544306165
948,1468,2.0350722266354233
949,1469,2.057818457799267
950,1470,2.0800450880660115
951,1471,2.101546472530761
952,1472,2.1221100623356772
953,1473,2.1415172012677965
954,1474,2.1595441359302034
955,1475,2.175963245278876
956,1476,2.190544492333499
957,1477,2.2030570973043795
958,1478,2.2132714272445515
959,1479,2.220961092671088
960,1480,2.2259052364595346
961,1481,2.2279654589097744
962,1482,2.2273115725632757
963,1483,2.224197881462726
964,1484,2.2188860127857755
965,1485,2.2116422315218536
966,1486,2.202735034934661
967,1487,2.1924330455598953
968,1488,2.181003214257914
969,1489,2.1687093385167904
970,1490,2.155810895857389
971,1491,2.142562187866991
972,1492,2.12921178708879
973,1493,2.116002276704508
974,1494,2.1031702716314746
975,1495,2.0909467092675964
976,1496,2.079557398606006
977,1497,2.069223817754344
978,1498,2.0601641519857994
979,1499,2.0525945672846704
980,1500,2.0467307179078853
981,1501,2.042724080711221
982,1502,2.040468233305399
983,1503,2.039796531833587
984,1504,2.040546497965747
985,1505,2.0425586269672946
986,1506,2.0456753333740387
987,1507,2.049740027225492
988,1508,2.0545963160111995
989,1509,2.060087329382705
990,1510,2.0660551652972465
991,1511,2.072340457600686
992,1512,2.0787820661326175
993,1513,2.085216891246969
994,1514,2.0914798151834364
995,1515,2.0974037729928656
996,1516,2.1028199557051956
997,1517,2.107558148123637
998,1518,2.1114472030255693
999,1519,2.1143156526435853
1000,1520,2.115992457086832
1001,1521,2.116345480338429
1002,1522,2.115395128915551
1003,1523,2.113201741906804
1004,1524,2.1098276767147066
1005,1525,2.10533696253717
1006,1526,2.099794967099555
1007,1527,2.0932680783342463
1008,1528,2.085823402456704
1009,1529,2.077528479645592
1010,1530,2.068451018302277
1011,1531,2.0586586486437266
1012,1532,2.04821869617442
1013,1533,2.037197975388654
1014,1534,2.0256626038756385
1015,1535,2.0136778368369104
1016,1536,2.001307921879235
1017,1537,1.9886159738166584
1018,1538,1.9756638691027564
1019,1539,1.9625121594181827
1020,1540,1.9492200038591017
1021,1541,1.9358387422857033
1022,1542,1.9223930860870369
1023,1543,1.908900852622344
1024,1544,1.8953794247551201
1025,1545,1.8818457472901586
1026,1546,1.8683163249393706
1027,1547,1.854807221754119
1028,1548,1.8413340619614313
1029,1549,1.8279120321414555
1030,1550,1.8145558846838232
1031,1551,1.8012799424612105
1032,1552,1.7880981046592934
